League,Season,Last Name,FirstName,Age,Country,Team Name,Posistion,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Goals Scored,Total Yellow Cards,Total Red cards,Total YellowRed cards,Goals Per Game Time,Goals Per Appearence,Number of Substituions per Game,Avg Minutes per Appearence,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
First League,2023,Demishoski,Tarik,18,North Macedonia,FK Makedonija G.P.,Attacker,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2023,Latifi,Admir,17,North Macedonia,FK Makedonija G.P.,Attacker,6,112.0,5,5,5,0,0,0,0,0.0,0.0,1.6666666666666667,18.666666666666668,0.0,0.0,0.0
First League,2023,Boareto dos Reis,Jonathan,35,Brazil,FK Makedonija G.P.,Attacker,1,24.0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
First League,2023,Fazli,Samir,33,North Macedonia,FK Makedonija G.P.,Attacker,15,804.0,7,7,7,2,2,0,1,0.0024875621890547263,0.13333333333333333,0.9333333333333333,53.6,0.03731343283582089,0.0,0.018656716417910446
First League,2023,Pavišić,Strahinja,28,Serbia,FK Makedonija G.P.,Midfielder,1,46.0,0,0,0,0,0,0,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
First League,2023,Stoilov,Gjorgi,29,North Macedonia,FK Makedonija G.P.,Midfielder,16,1052.0,4,4,4,0,2,0,0,0.0,0.0,0.5,65.75,0.030418250950570342,0.0,0.0
First League,2023,Mishevski,Filip,33,North Macedonia,FK Makedonija G.P.,Defender,20,1684.0,0,0,0,2,2,0,0,0.0011876484560570072,0.1,0.0,84.2,0.023752969121140142,0.0,0.0
First League,2023,Pecov,Hristijan,30,North Macedonia,FK Makedonija G.P.,Defender,20,1412.0,6,6,6,0,1,0,0,0.0,0.0,0.6,70.6,0.0141643059490085,0.0,0.0
First League,2023,Ilievski,Bojan,25,North Macedonia,FK Makedonija G.P.,Defender,20,1633.0,0,0,0,1,3,0,0,0.000612369871402327,0.05,0.0,81.65,0.036742192284139615,0.0,0.0
First League,2023,da Silva,Jhonatas Gilberto,28,Brazil,FK Makedonija G.P.,Defender,2,134.0,1,1,1,0,0,0,0,0.0,0.0,1.0,67.0,0.0,0.0,0.0
First League,2023,Zlatkov,Aleks,22,Slovenia,FK Makedonija G.P.,Midfielder,3,194.0,1,1,1,0,1,0,0,0.0,0.0,0.6666666666666666,64.66666666666667,0.015463917525773195,0.0,0.0
First League,2023,Slavkov,Aleksej,19,North Macedonia,FK Makedonija G.P.,Midfielder,5,173.0,4,4,4,1,1,0,0,0.005780346820809248,0.2,1.6,34.6,0.028901734104046242,0.0,0.0
First League,2023,Samake,Adama,22,Côte d'Ivoire,FK Makedonija G.P.,Midfielder,10,807.0,0,0,0,0,4,0,0,0.0,0.0,0.0,80.7,0.049566294919454766,0.0,0.0
First League,2023,Pop-Antoski,Hristijan,20,North Macedonia,FK Makedonija G.P.,Defender,1,13.0,1,1,1,0,0,1,0,0.0,0.0,2.0,13.0,0.0,0.07692307692307693,0.0
First League,2023,Aliji,Altin,18,North Macedonia,FK Makedonija G.P.,Attacker,18,873.0,8,8,8,1,2,0,0,0.001145475372279496,0.05555555555555555,0.8888888888888888,48.5,0.041237113402061855,0.0,0.0
First League,2023,Sekovski,Darko,18,North Macedonia,FK Makedonija G.P.,Midfielder,14,595.0,8,8,8,1,1,0,0,0.0016806722689075631,0.07142857142857142,1.1428571428571428,42.5,0.023529411764705882,0.0,0.0
First League,2023,Slavkov,Maksim,19,North Macedonia,FK Makedonija G.P.,Defender,1,46.0,0,0,0,0,1,0,0,0.0,0.0,0.0,46.0,0.021739130434782608,0.0,0.0
First League,2023,Antevski,Damjan,19,North Macedonia,FK Makedonija G.P.,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Tanevski,Kristijan,19,North Macedonia,FK Makedonija G.P.,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Trajkovski,Pavel,17,North Macedonia,FK Makedonija G.P.,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Larson,Keith,24,USA,FK Makedonija G.P.,Midfielder,2,33.0,2,2,2,0,0,0,0,0.0,0.0,2.0,16.5,0.0,0.0,0.0
First League,2023,Gjorgjievski,Kristijan,17,North Macedonia,FK Makedonija G.P.,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Venegas Ulloa,Fabricio de Jesús,26,Costa Rica,FK Bregalnica Štip,Midfielder,18,1051.0,6,6,6,2,3,0,0,0.0019029495718363464,0.1111111111111111,0.6666666666666666,58.388888888888886,0.051379638439581356,0.0,0.0
First League,2023,Selmani,Remzifaik,27,North Macedonia,FK Bregalnica Štip,Attacker,2,180.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2023,Gjorgiev,Pepi,30,North Macedonia,FK Bregalnica Štip,Attacker,3,109.0,2,2,2,1,0,0,0,0.009174311926605505,0.3333333333333333,1.3333333333333333,36.333333333333336,0.0,0.0,0.0
First League,2023,Kanform,Solomon King,26,Gambia,FK Bregalnica Štip,Attacker,10,222.0,8,8,8,0,0,0,0,0.0,0.0,1.6,22.2,0.0,0.0,0.0
First League,2023,Gjorgjiev,Gjorgji,28,North Macedonia,FK Bregalnica Štip,Midfielder,15,838.0,7,7,7,2,2,0,0,0.002386634844868735,0.13333333333333333,0.9333333333333333,55.86666666666667,0.03579952267303103,0.0,0.0
First League,2023,Robakidze,Luka,24,Georgia,FK Bregalnica Štip,Attacker,19,1567.0,1,1,1,0,8,0,1,0.0,0.0,0.10526315789473684,82.47368421052632,0.09700063816209317,0.0,0.012125079770261647
First League,2023,Jakimovski,Stefan,24,North Macedonia,FK Makedonija G.P.,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Stevkovski,Hristijan,25,North Macedonia,FK Makedonija G.P.,Goalkeeper,21,1890.0,0,0,0,0,3,0,0,0.0,0.0,0.0,90.0,0.03333333333333333,0.0,0.0
First League,2023,Anderson,Collin Anthony,25,Jamaica,FK Bregalnica Štip,Attacker,19,1288.0,4,4,4,3,2,0,0,0.002329192546583851,0.15789473684210525,0.42105263157894735,67.78947368421052,0.029503105590062115,0.0,0.0
First League,2023,Donov,Ilija,23,North Macedonia,FK Bregalnica Štip,Midfielder,2,172.0,0,0,0,0,0,0,0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
First League,2023,Kudev,Ljupche,21,North Macedonia,FK Bregalnica Štip,Midfielder,5,90.0,5,5,5,0,0,0,0,0.0,0.0,2.0,18.0,0.0,0.0,0.0
First League,2023,Gjorgjiev,Matej,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kocankovski,Zac,21,Australia,FK Bregalnica Štip,Midfielder,7,474.0,1,1,1,0,3,0,0,0.0,0.0,0.2857142857142857,67.71428571428571,0.04430379746835444,0.0,0.0
First League,2023,Dimitrievski,Mihail,22,North Macedonia,FK Bregalnica Štip,Attacker,20,1288.0,6,6,6,0,3,0,0,0.0,0.0,0.6,64.4,0.046583850931677016,0.0,0.0
First League,2023,Miholov,Dino,19,North Macedonia,FK Bregalnica Štip,Midfielder,2,3.0,2,2,2,0,0,0,0,0.0,0.0,2.0,1.5,0.0,0.0,0.0
First League,2023,Kolev,Petar,19,North Macedonia,FK Bregalnica Štip,Midfielder,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2023,Hadzhi-Kimov,Blagoj,19,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Mandak,Edi,19,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Tasev,Darijan,18,North Macedonia,FK Bregalnica Štip,Midfielder,5,57.0,4,4,4,0,0,0,0,0.0,0.0,1.6,11.4,0.0,0.0,0.0
First League,2023,Gligorov,Ivan,20,North Macedonia,FK Bregalnica Štip,Attacker,13,115.0,13,13,13,0,0,0,0,0.0,0.0,2.0,8.846153846153847,0.0,0.0,0.0
First League,2023,Filipović,Stefan,30,Serbia,FK Bregalnica Štip,Defender,3,157.0,2,2,2,0,0,0,0,0.0,0.0,1.3333333333333333,52.333333333333336,0.0,0.0,0.0
First League,2023,Siljanovski,Goran,34,North Macedonia,FK Bregalnica Štip,Defender,13,983.0,2,2,2,0,7,0,0,0.0,0.0,0.3076923076923077,75.61538461538461,0.0925737538148525,0.0,0.0
First League,2023,Kalpachki,David,24,North Macedonia,FK Bregalnica Štip,Defender,20,1548.0,1,1,1,2,7,0,0,0.0012919896640826874,0.1,0.1,77.4,0.0904392764857881,0.0,0.0
First League,2023,Manevski,Mihail,25,North Macedonia,FK Bregalnica Štip,Defender,3,262.0,0,0,0,0,1,0,0,0.0,0.0,0.0,87.33333333333333,0.011450381679389313,0.0,0.0
First League,2023,Jovanov,Vane,26,North Macedonia,FK Bregalnica Štip,Defender,21,1824.0,0,0,0,0,2,0,0,0.0,0.0,0.0,86.85714285714286,0.023026315789473683,0.0,0.0
First League,2023,Jankov,Risto,26,North Macedonia,FK Bregalnica Štip,Goalkeeper,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2023,Cvetanoski,Dejan,34,North Macedonia,FK Vardar,Attacker,17,694.0,11,11,11,0,4,0,0,0.0,0.0,1.2941176470588236,40.8235294117647,0.09798270893371759,0.0,0.0
First League,2023,Šušnjara,Luka,27,Slovenia,FK Vardar,Midfielder,3,17.0,3,3,3,0,0,0,0,0.0,0.0,2.0,5.666666666666667,0.0,0.0,0.0
First League,2023,Nikolovski,Kristijan,27,North Macedonia,FK Vardar,Midfielder,19,1481.0,1,1,1,0,10,0,0,0.0,0.0,0.10526315789473684,77.94736842105263,0.12829169480081026,0.0,0.0
First League,2023,Velkovski,David,24,North Macedonia,FK Vardar,Attacker,15,642.0,8,8,8,2,3,0,0,0.003115264797507788,0.13333333333333333,1.0666666666666667,42.8,0.07009345794392524,0.0,0.0
First League,2023,Ristovski,Marjan,28,North Macedonia,FK Vardar,Midfielder,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2023,Omeragikj,Azer,22,North Macedonia,FK Vardar,Attacker,20,1392.0,4,4,4,2,6,0,0,0.0014367816091954023,0.1,0.4,69.6,0.08620689655172414,0.0,0.0
First League,2023,Dimitrievski,Dimitrij,22,North Macedonia,FK Bregalnica Štip,Midfielder,10,407.0,6,6,6,1,0,0,0,0.002457002457002457,0.1,1.2,40.7,0.0,0.0,0.0
First League,2023,Davkov,Martin,26,North Macedonia,FK Bregalnica Štip,Goalkeeper,18,1620.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2023,Papuli,Jorgo,23,North Macedonia,FK Vardar,Midfielder,6,354.0,2,2,2,0,1,0,0,0.0,0.0,0.6666666666666666,59.0,0.01694915254237288,0.0,0.0
First League,2023,Kebell Suso,Kebba,27,Gambia,FK Vardar,Attacker,3,42.0,3,3,3,0,0,0,0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
First League,2023,Adzhijev,Mario,19,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Spasikj,Tino,19,North Macedonia,FK Vardar,Midfielder,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2023,Zdravkovski,Ognen,0,North Macedonia,FK Vardar,Midfielder,7,305.0,3,3,3,0,0,0,0,0.0,0.0,0.8571428571428571,43.57142857142857,0.0,0.0,0.0
First League,2023,Slobodanovski,Filip,19,North Macedonia,FK Bregalnica Štip,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Glishikj,Darko,33,North Macedonia,FK Vardar,Defender,21,1835.0,1,1,1,3,1,0,0,0.0016348773841961854,0.14285714285714285,0.09523809523809523,87.38095238095238,0.011444141689373298,0.0,0.0
First League,2023,Briški,Mihael,25,Croatia,FK Vardar,Defender,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2023,Micevski,Darko,32,North Macedonia,FK Vardar,Midfielder,9,736.0,1,1,1,3,1,0,0,0.004076086956521739,0.3333333333333333,0.2222222222222222,81.77777777777777,0.012228260869565218,0.0,0.0
First League,2023,Demir,Benjamin,28,North Macedonia,FK Vardar,Defender,2,17.0,2,2,2,0,0,0,0,0.0,0.0,2.0,8.5,0.0,0.0,0.0
First League,2023,Gachevski,Filip,34,Slovenia,FK Vardar,Goalkeeper,21,1890.0,0,0,0,0,4,0,0,0.0,0.0,0.0,90.0,0.044444444444444446,0.0,0.0
First League,2023,Brdarovski,Vladica,34,North Macedonia,FK Vardar,Defender,18,1561.0,1,1,1,0,6,1,0,0.0,0.0,0.1111111111111111,86.72222222222223,0.0691864189622037,0.011531069827033951,0.0
First League,2023,Lemos Da Silva,Matheus,27,Brazil,FK Vardar,Midfielder,20,1627.0,1,1,1,0,4,0,0,0.0,0.0,0.1,81.35,0.04917025199754149,0.0,0.0
First League,2023,Duranski,Filip,33,North Macedonia,FK Vardar,Midfielder,15,1181.0,1,1,1,0,8,0,0,0.0,0.0,0.13333333333333333,78.73333333333333,0.10160880609652836,0.0,0.0
First League,2023,Mishkovski,Nenad,38,North Macedonia,FK Vardar,Defender,20,1800.0,0,0,0,2,8,0,0,0.0011111111111111111,0.1,0.0,90.0,0.08888888888888889,0.0,0.0
First League,2023,Janevski,Filip,30,North Macedonia,FK Vardar,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Blazhevski,Martin,32,North Macedonia,FK Vardar,Midfielder,7,307.0,3,3,3,0,2,0,0,0.0,0.0,0.8571428571428571,43.857142857142854,0.04560260586319219,0.0,0.0
First League,2023,Mujezinović,Mustafa,31,Bosnia and Herzegovina,FK Vardar,Defender,2,54.0,2,2,2,0,0,0,0,0.0,0.0,2.0,27.0,0.0,0.0,0.0
First League,2023,Gjurkovski,Aleksandar,22,North Macedonia,FK Vardar,Midfielder,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2023,Mitev,Robert,30,North Macedonia,FK Vardar,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Stojkovski,Tony,30,Australia,FK Vardar,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Velkovski,Metodija,24,North Macedonia,FK Vardar,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Cvetkov,Gorjan,19,North Macedonia,FK Vardar,Midfielder,11,433.0,6,6,6,0,1,0,0,0.0,0.0,1.0909090909090908,39.36363636363637,0.025404157043879907,0.0,0.0
First League,2023,Doshev,Gjorgji,19,North Macedonia,FK Vardar,Midfielder,4,134.0,3,3,3,0,1,0,0,0.0,0.0,1.5,33.5,0.029850746268656716,0.0,0.0
First League,2023,Shabani,Alban,20,North Macedonia,FK Voska Sport,Attacker,7,284.0,3,3,3,0,2,0,0,0.0,0.0,0.8571428571428571,40.57142857142857,0.04929577464788733,0.0,0.0
First League,2023,Bundaleski,Maksim,19,North Macedonia,FK Vardar,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Stijepović,Nikola,31,Montenegro,FK Voska Sport,Defender,21,1880.0,0,0,0,1,2,0,0,0.0005319148936170213,0.047619047619047616,0.0,89.52380952380952,0.022340425531914895,0.0,0.0
First League,2023,Jusufi,Fatjon,29,North Macedonia,FK Voska Sport,Midfielder,1,14.0,1,1,1,0,0,0,0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
First League,2023,Marušić,Aleksa,25,Montenegro,FK Voska Sport,Midfielder,20,1747.0,1,1,1,12,5,0,0,0.006868918145392101,0.6,0.1,87.35,0.057240984544934176,0.0,0.0
First League,2023,Nikolić,Jovan,33,Montenegro,FK Voska Sport,Midfielder,20,1702.0,2,2,2,0,6,0,0,0.0,0.0,0.2,85.1,0.07050528789659224,0.0,0.0
First League,2023,Aćimović,Miloš,27,Bosnia and Herzegovina,FK Voska Sport,Attacker,3,136.0,1,1,1,0,0,0,0,0.0,0.0,0.6666666666666666,45.333333333333336,0.0,0.0,0.0
First League,2023,Bojo,Petar,26,Bosnia and Herzegovina,FK Voska Sport,Midfielder,3,168.0,0,0,0,0,0,0,0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
First League,2023,Georgiev,Boban,27,North Macedonia,FK Voska Sport,Midfielder,18,1456.0,1,1,1,0,4,0,1,0.0,0.0,0.1111111111111111,80.88888888888889,0.049450549450549455,0.0,0.012362637362637364
First League,2023,Sharkoski,Nikolche,30,North Macedonia,FK Voska Sport,Midfielder,10,362.0,5,5,5,0,2,1,0,0.0,0.0,1.0,36.2,0.055248618784530384,0.027624309392265192,0.0
First League,2023,Jasharoski,Alen,33,North Macedonia,FK Voska Sport,Attacker,17,897.0,7,7,7,6,0,1,0,0.006688963210702341,0.35294117647058826,0.8235294117647058,52.76470588235294,0.0,0.0189520624303233,0.0
First League,2023,Leão Lima,André Luiz,34,Brazil,FK Voska Sport,Midfielder,3,219.0,0,0,0,0,0,0,0,0.0,0.0,0.0,73.0,0.0,0.0,0.0
First League,2023,Jahja,Abdulhadi,25,North Macedonia,FK Voska Sport,Attacker,3,199.0,1,1,1,0,1,0,0,0.0,0.0,0.6666666666666666,66.33333333333333,0.015075376884422112,0.0,0.0
First League,2023,Ziba,Arion,23,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Veljanoski,Naum,32,North Macedonia,FK Voska Sport,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Trpeski,Ljupcho,30,North Macedonia,FK Voska Sport,Midfielder,16,1378.0,0,0,0,1,3,0,0,0.000725689404934688,0.0625,0.0,86.125,0.03483309143686502,0.0,0.0
First League,2023,Jahiji,Dzhemilj,21,North Macedonia,FK Voska Sport,Attacker,15,1162.0,2,2,2,1,6,0,0,0.0008605851979345956,0.06666666666666667,0.26666666666666666,77.46666666666667,0.0774526678141136,0.0,0.0
First League,2023,Ibraimi,Donart,20,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Saiti,Ermal,18,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Rashid,Ensal,18,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Jankuloski,Hristijan,22,Australia,FK Voska Sport,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Zhaku,Lorent,16,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Markoski,Kire,29,North Macedonia,FK Rabotnicki,Attacker,3,54.0,3,3,3,0,1,0,0,0.0,0.0,2.0,18.0,0.05555555555555555,0.0,0.0
First League,2023,Gando Biala,Aime Marcelin,27,Cameroon,FK Rabotnicki,Midfielder,19,1212.0,3,3,3,4,3,0,0,0.0033003300330033004,0.21052631578947367,0.3157894736842105,63.78947368421053,0.04702970297029703,0.0,0.0
First League,2023,Grozdanovski,Tomche,24,North Macedonia,FK Rabotnicki,Midfielder,14,1015.0,3,3,3,0,2,0,0,0.0,0.0,0.42857142857142855,72.5,0.027586206896551724,0.0,0.0
First League,2023,Kuchi Kagimu,Shafiq,26,Uganda,FK Rabotnicki,Midfielder,12,637.0,5,5,5,1,3,0,0,0.0015698587127158557,0.08333333333333333,0.8333333333333334,53.083333333333336,0.056514913657770796,0.0,0.0
First League,2023,Reghba,Ali,24,Germany,FK Rabotnicki,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Stojanovski,Vlatko,27,North Macedonia,FK Rabotnicki,Attacker,16,1215.0,1,1,1,0,5,0,1,0.0,0.0,0.125,75.9375,0.06584362139917696,0.0,0.01316872427983539
First League,2023,Zahov,Kostadin,37,North Macedonia,FK Voska Sport,Goalkeeper,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2023,Petkovski,Petar,27,North Macedonia,FK Rabotnicki,Attacker,21,1241.0,6,6,6,0,1,0,0,0.0,0.0,0.5714285714285714,59.095238095238095,0.016921837228041903,0.0,0.0
First League,2023,Bajrami,Medin,26,North Macedonia,FK Voska Sport,Defender,17,1337.0,3,3,3,1,5,0,0,0.0007479431563201197,0.058823529411764705,0.35294117647058826,78.6470588235294,0.06357516828721017,0.0,0.0
First League,2023,Bilali,Sabit,27,North Macedonia,FK Rabotnicki,Midfielder,3,162.0,0,0,0,0,0,0,0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
First League,2023,Mustafa,Burhan,34,North Macedonia,FK Voska Sport,Goalkeeper,8,720.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2023,Hani,Agon,26,North Macedonia,FK Voska Sport,Defender,3,44.0,3,3,3,0,0,0,0,0.0,0.0,2.0,14.666666666666666,0.0,0.0,0.0
First League,2023,Iljazi,Ardit,24,North Macedonia,FK Voska Sport,Defender,1,44.0,1,1,1,0,1,0,0,0.0,0.0,2.0,44.0,0.022727272727272728,0.0,0.0
First League,2023,Stojanovski,Georg,20,North Macedonia,FK Rabotnicki,Attacker,16,271.0,16,16,16,1,5,0,0,0.0036900369003690036,0.0625,2.0,16.9375,0.2952029520295203,0.0,0.0
First League,2023,Mazari,Atdhe,23,Albania,FK Rabotnicki,Midfielder,21,1511.0,2,2,2,3,1,0,0,0.001985440105890139,0.14285714285714285,0.19047619047619047,71.95238095238095,0.013898080741230974,0.0,0.0
First League,2023,Kahraman,Sefa,27,Germany,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Angelov,Matej,20,North Macedonia,FK Rabotnicki,Midfielder,17,1238.0,3,3,3,0,3,0,0,0.0,0.0,0.35294117647058826,72.82352941176471,0.04119547657512116,0.0,0.0
First League,2023,Ilieski,Antonio,28,North Macedonia,FK Voska Sport,Defender,3,270.0,0,0,0,0,2,0,0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2023,Manojlov,Nikola,18,North Macedonia,FK Rabotnicki,Attacker,6,121.0,6,6,6,0,0,0,0,0.0,0.0,2.0,20.166666666666668,0.0,0.0,0.0
First League,2023,Kadri,Emre,20,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Belica,Egzon,34,North Macedonia,FK Rabotnicki,Defender,19,1710.0,0,0,0,0,5,0,0,0.0,0.0,0.0,90.0,0.05555555555555555,0.0,0.0
First League,2023,Rasheed,Sodiq Anthony,24,Nigeria,FK Rabotnicki,Defender,18,1419.0,2,2,2,1,3,0,0,0.0007047216349541931,0.05555555555555555,0.2222222222222222,78.83333333333333,0.03805496828752643,0.0,0.0
First League,2023,Ivković,Đorđe,28,Serbia,Brera Strumica,Attacker,3,257.0,0,0,0,1,2,0,0,0.0038910505836575876,0.3333333333333333,0.0,85.66666666666667,0.023346303501945526,0.0,0.0
First League,2023,Ilikj,Filip,27,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Murati,Mevlan,30,North Macedonia,FK Rabotnicki,Defender,15,1055.0,3,3,3,1,5,0,0,0.0009478672985781991,0.06666666666666667,0.4,70.33333333333333,0.07109004739336493,0.0,0.0
First League,2023,Alomeroviс,Sabahudin,27,North Macedonia,FK Rabotnicki,Defender,20,1800.0,0,0,0,0,3,0,1,0.0,0.0,0.0,90.0,0.03333333333333333,0.0,0.011111111111111112
First League,2023,Tomovski,Goran,26,North Macedonia,Brera Strumica,Midfielder,4,71.0,4,4,4,0,0,0,0,0.0,0.0,2.0,17.75,0.0,0.0,0.0
First League,2023,Adem,Ermedin,34,North Macedonia,FK Rabotnicki,Midfielder,9,493.0,3,3,3,1,4,0,0,0.002028397565922921,0.1111111111111111,0.6666666666666666,54.77777777777778,0.07302231237322515,0.0,0.0
First League,2023,Chiljafi,Iljaz,26,North Macedonia,Brera Strumica,Attacker,1,18.0,1,1,1,0,0,0,0,0.0,0.0,2.0,18.0,0.0,0.0,0.0
First League,2023,Despotovski,Stefan,21,Serbia,FK Rabotnicki,Defender,18,1294.0,4,4,4,1,4,0,0,0.0007727975270479134,0.05555555555555555,0.4444444444444444,71.88888888888889,0.05564142194744977,0.0,0.0
First League,2023,Stojanov,Kire,19,North Macedonia,Brera Strumica,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Trajkov,Dimitar,20,North Macedonia,Brera Strumica,Midfielder,16,426.0,13,13,13,1,1,0,0,0.002347417840375587,0.0625,1.625,26.625,0.03755868544600939,0.0,0.0
First League,2023,Mato Kassim,Rogers,21,Uganda,Brera Strumica,Attacker,3,59.0,3,3,3,0,1,0,0,0.0,0.0,2.0,19.666666666666668,0.05084745762711864,0.0,0.0
First League,2023,Miserdovski,Martin,22,North Macedonia,FK Rabotnicki,Defender,9,320.0,6,6,6,0,0,0,0,0.0,0.0,1.3333333333333333,35.55555555555556,0.0,0.0,0.0
First League,2023,Jakimov,Petar,19,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Hadzhibulikj,Amar,18,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Andonov,Zoran,24,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ribaudo,Salvatore,20,Italy,Brera Strumica,Attacker,18,1307.0,3,3,3,1,3,0,0,0.0007651109410864575,0.05555555555555555,0.3333333333333333,72.61111111111111,0.041315990818668706,0.0,0.0
First League,2023,Hamzikj,Malik,19,North Macedonia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
