League,Season,Last Name,FirstName,Age,Country,Team Name,Posistion,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Goals Scored,Total Yellow Cards,Total Red cards,Total YellowRed cards,Goals Per Game Time,Goals Per Appearence,Number of Substituions per Game,Avg Minutes per Appearence,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
First League,2022,Danfa,Mamadou Lamine,23,Senegal,KF Shkupi,Midfielder,23,1068.0,12,12,12,4,4,0,0,0.003745318352059925,0.17391304347826086,1.0434782608695652,46.43478260869565,0.08614232209737828,0.0,0.0
First League,2022,Elmas,Muhamed,18,North Macedonia,FK Rabotnicki,Midfielder,2,33.0,2,2,2,0,0,0,0,0.0,0.0,2.0,16.5,0.0,0.0,0.0
First League,2022,Arizankoski,Andrej,19,North Macedonia,FK Pobeda,Defender,17,902.0,7,7,7,0,2,0,0,0.0,0.0,0.8235294117647058,53.05882352941177,0.0376940133037694,0.0,0.0
First League,2022,Nuhija,Amir,19,North Macedonia,KF Shkëndija,Midfielder,2,91.0,1,1,1,0,0,0,0,0.0,0.0,1.0,45.5,0.0,0.0,0.0
First League,2022,Nikolovski,Teodor,19,North Macedonia,FK Rabotnicki,Midfielder,2,33.0,2,2,2,0,0,0,0,0.0,0.0,2.0,16.5,0.0,0.0,0.0
First League,2022,Dzhekov,Gjorge,19,North Macedonia,Brera Strumica,Midfielder,2,16.0,2,2,2,0,1,0,0,0.0,0.0,2.0,8.0,0.125,0.0,0.0
First League,2022,Pere,Miklovan,33,Albania,FC Struga,Defender,23,875.0,15,15,15,0,2,1,0,0.0,0.0,1.3043478260869565,38.04347826086956,0.052571428571428575,0.026285714285714287,0.0
First League,2022,Joković,Dušan,25,Serbia,Brera Strumica,Defender,7,612.0,0,0,0,1,5,0,0,0.0016339869281045752,0.14285714285714285,0.0,87.42857142857143,0.05718954248366013,0.0,0.0
First League,2022,Gonçalves Nogueira de Souza,Vagner,28,Brazil,KF Shkëndija,Attacker,10,425.0,5,5,5,1,2,0,1,0.002352941176470588,0.1,1.0,42.5,0.047058823529411764,0.0,0.023529411764705882
First League,2022,Šćekić,Nemanja,33,Montenegro,FK Bregalnica Štip,Goalkeeper,28,2444.0,0,0,0,0,5,0,0,0.0,0.0,0.0,87.28571428571429,0.057283142389525366,0.0,0.0
First League,2022,Bihorac,Faruk,28,Serbia,FK Sileks,Defender,4,288.0,1,1,1,0,0,0,0,0.0,0.0,0.5,72.0,0.0,0.0,0.0
First League,2022,Vondra,Jan,29,Czechia,KF Shkëndija,Defender,3,226.0,0,0,0,0,0,0,0,0.0,0.0,0.0,75.33333333333333,0.0,0.0,0.0
First League,2022,Kasmi,Faysel,29,Belgium,FK Bregalnica Štip,Midfielder,13,831.0,1,1,1,0,0,0,0,0.0,0.0,0.15384615384615385,63.92307692307692,0.0,0.0,0.0
First League,2022,Turčin,Tomislav,27,Croatia,FK Sileks,Midfielder,8,509.0,2,2,2,0,1,0,0,0.0,0.0,0.5,63.625,0.015717092337917484,0.0,0.0
First League,2022,Hadžanović,Adis,31,Bosnia and Herzegovina,FK Bregalnica Štip,Midfielder,22,1304.0,9,9,9,0,7,0,0,0.0,0.0,0.8181818181818182,59.27272727272727,0.11809815950920245,0.0,0.0
First League,2022,Herrera Cardona,Sebastián,29,Colombia,FK Bregalnica Štip,Defender,11,891.0,1,1,1,1,6,0,1,0.001122334455667789,0.09090909090909091,0.18181818181818182,81.0,0.07407407407407407,0.0,0.012345679012345678
First League,2022,Muharem,Suhejlj,23,North Macedonia,FC Struga,Attacker,15,687.0,4,4,4,2,2,0,0,0.002911208151382824,0.13333333333333333,0.5333333333333333,45.8,0.04366812227074236,0.0,0.0
First League,2022,Dimov,Dime,30,North Macedonia,Brera Strumica,Defender,29,2547.0,0,0,0,0,3,0,0,0.0,0.0,0.0,87.82758620689656,0.03415783274440518,0.0,0.0
First League,2022,Velinovski,Kristijan,25,North Macedonia,Brera Strumica,Midfielder,27,2096.0,3,3,3,6,6,0,0,0.0028625954198473282,0.2222222222222222,0.2222222222222222,77.62962962962963,0.07729007633587785,0.0,0.0
First League,2022,Elezi,Dashmir,20,North Macedonia,KF Shkëndija,Attacker,16,836.0,3,3,3,1,1,0,0,0.0011961722488038277,0.0625,0.375,52.25,0.019138755980861243,0.0,0.0
First League,2022,Mitrovski,Dimitar,25,North Macedonia,Brera Strumica,Midfielder,14,1092.0,1,1,1,3,2,0,0,0.0027472527472527475,0.21428571428571427,0.14285714285714285,78.0,0.02564102564102564,0.0,0.0
First League,2022,Mitrevski,Bozhidar,23,North Macedonia,FK Skopje,Defender,18,810.0,9,9,9,0,2,0,0,0.0,0.0,1.0,45.0,0.044444444444444446,0.0,0.0
First League,2022,Maksimov,Metodi,22,North Macedonia,KF Shkëndija,Defender,12,971.0,0,0,0,0,2,0,0,0.0,0.0,0.0,80.91666666666667,0.024716786817713696,0.0,0.0
First League,2022,Lazarov,Andrej,25,North Macedonia,GFK Tikvesh,Midfielder,29,2060.0,3,3,3,1,5,0,1,0.0004854368932038835,0.034482758620689655,0.20689655172413793,71.03448275862068,0.07038834951456312,0.0,0.014077669902912622
First League,2022,Fetai,Feta,19,North Macedonia,FK Rabotnicki,Midfielder,13,437.0,8,8,8,0,3,0,0,0.0,0.0,1.2307692307692308,33.61538461538461,0.08924485125858124,0.0,0.0
First League,2022,da Silva Mesquita Almeida,Andrey Yago,27,Brazil,FK Makedonija G.P.,Defender,10,879.0,0,0,0,0,2,0,0,0.0,0.0,0.0,87.9,0.022753128555176336,0.0,0.0
First League,2022,Cephas,Renaldo Showayne,25,Jamaica,KF Shkupi,Attacker,29,1974.0,7,7,7,11,3,0,0,0.005572441742654508,0.3793103448275862,0.4827586206896552,68.06896551724138,0.044072948328267476,0.0,0.0
First League,2022,Hasani,Ferhan,34,North Macedonia,KF Shkëndija,Midfielder,25,1859.0,4,4,4,2,5,0,1,0.0010758472296933835,0.08,0.32,74.36,0.06724045185583648,0.0,0.013448090371167294
First League,2022,Emini,Sefer,24,North Macedonia,FK Makedonija G.P.,Midfielder,2,180.0,0,0,0,2,0,0,0,0.011111111111111112,1.0,0.0,90.0,0.0,0.0,0.0
First League,2022,Nikolov,Ivan,22,North Macedonia,FK Bregalnica Štip,Defender,28,2374.0,1,1,1,5,9,0,0,0.0021061499578770007,0.17857142857142858,0.07142857142857142,84.78571428571429,0.10614995787700084,0.0,0.0
First League,2022,Boshkovski,Filip,24,North Macedonia,FK Rabotnicki,Defender,24,1382.0,9,9,9,0,6,0,0,0.0,0.0,0.75,57.583333333333336,0.10419681620839363,0.0,0.0
First League,2023,Cephas,Renaldo Showayne,24,Jamaica,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Đurić,Dejan,26,Serbia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Canales,Braian Exequiel,27,Argentina,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Manev,Kosta,31,North Macedonia,Brera Strumica,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ristevski,Aleksandar,32,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Desnikj,Dario,29,North Macedonia,FK Vardar,Midfielder,4,180.0,2,2,2,0,1,0,0,0.0,0.0,1.0,45.0,0.022222222222222223,0.0,0.0
First League,2023,Stojchevski,Filip,25,North Macedonia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Petkovski,Filip,33,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Adetunji,Sunday,26,Nigeria,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Arifi,Kujdesim,30,North Macedonia,KF Gostivari,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Dzheladini,Senad,0,North Macedonia,KF Gostivari,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kochoski,Valentin,27,North Macedonia,FC Struga,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Bedzheti,Liris,0,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kostadinov,Nikola,26,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Elmas,Muhamed,18,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Georgievski,Hristijan,21,North Macedonia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Mihajlov,Darko,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Mitev,Mario,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Todoroski,Filip,21,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Velichkovski,Nikola,19,North Macedonia,FK Rabotnicki,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Alili,Zejdan,33,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Menga,Burak,29,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Saliu,Mentor,30,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Miftari,Betim,33,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Demiri,Admir,38,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Dzhaferi,Iliknur,37,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Limani,Hakan,28,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Salai,Mumin,38,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Sulejmani,Sulejman,0,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Zendeli,Nazim,28,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Devdukaj,Lindon,31,USA,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Elmazi,Vulent,28,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ibraimi,Afet,40,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Jakupi,Bedri,28,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Bekjiri,Ardit,29,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Dehari,Eshtref,31,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Savevski,Igor,40,North Macedonia,KF Gostivari,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Nebi,Mujdin,0,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ramadani,Fatmir,31,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Bekteshi,Blend,25,North Macedonia,KF Gostivari,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Celeski,Bobi,26,North Macedonia,FK Vardar,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ergemlidze,Mikheil,24,Georgia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Zeadini,Driton,35,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Pandev,Sashko,36,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Janakievski,Ivo,30,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Nurishi,Elvir,31,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Hajdari,Hanif,28,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Nikolovski,Andzhelo,22,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Marikj,Boban,35,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Razmoski,Darko,24,North Macedonia,FK Vardar,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Emurli,Amar,20,North Macedonia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Aliji,Burhan,34,North Macedonia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Qaili,Valtrin,0,North Macedonia,KF Gostivari,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Bosheski,David,20,North Macedonia,Brera Strumica,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kostov,Mario,18,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Spasov,David,18,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Filev,Kliment,19,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Sofijanoski,Marko,19,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Adbulai,Neat,22,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Taleski,Nikola,18,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Džalto,Patrik,26,Germany,FK Bregalnica Štip,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Atanasov Karachanakov,Anton,31,Bulgaria,FK Makedonija G.P.,Attacker,4,108.0,3,3,3,0,0,0,0,0.0,0.0,1.5,27.0,0.0,0.0,0.0
First League,2023,Aníbal Embaló,Sandro Sene,27,Portugal,Brera Strumica,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Katanić,Aleksandar,28,Serbia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Mehmedović,Zehrudin,25,Serbia,KF Gostivari,Midfielder,1,19.0,1,1,1,0,0,0,0,0.0,0.0,2.0,19.0,0.0,0.0,0.0
First League,2023,Altiparmakovski,Marjan,33,North Macedonia,FK Bregalnica Štip,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Acosta,Federico,27,Argentina,Brera Strumica,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Turčin,Tomislav,26,Croatia,FK Sileks,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Obadović,Filip,26,Serbia,FK Sileks,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kanu,Wisdom Uda,29,Nigeria,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Tanushev,Gjorgi,32,North Macedonia,KF Gostivari,Midfielder,1,46.0,0,0,0,0,0,0,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
First League,2023,Trajkoski,Luka,24,North Macedonia,FK Vardar,Midfielder,8,472.0,1,1,1,0,0,0,0,0.0,0.0,0.25,59.0,0.0,0.0,0.0
First League,2023,Alavedra Jiménez,Albert,24,Andorra,FK Vardar,Defender,2,134.0,1,1,1,0,1,0,0,0.0,0.0,1.0,67.0,0.014925373134328358,0.0,0.0
First League,2023,Veceski,Hristijan,25,North Macedonia,FK Vardar,Midfielder,10,729.0,1,1,1,0,3,0,0,0.0,0.0,0.2,72.9,0.0411522633744856,0.0,0.0
First League,2023,Abazi,Luan,22,Switzerland,KF Shkupi,Attacker,8,295.0,6,6,6,1,0,0,0,0.003389830508474576,0.125,1.5,36.875,0.0,0.0,0.0
First League,2023,Akgül,Hakan,20,Türkiye,Brera Strumica,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Obadikj,Petar,20,North Macedonia,FK Makedonija G.P.,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Lembovski,Riste,19,North Macedonia,FK Makedonija G.P.,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Nesimi,Ardit,20,North Macedonia,KF Shkupi,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Zhoglev,Vladimir,26,North Macedonia,FK Vardar,Attacker,10,135.0,9,9,9,1,0,0,0,0.007407407407407408,0.1,1.8,13.5,0.0,0.0,0.0
First League,2023,Stepanenko,Valerii,26,Ukraine,FK Bregalnica Štip,Defender,8,431.0,3,3,3,0,0,0,0,0.0,0.0,0.75,53.875,0.0,0.0,0.0
First League,2023,Jakimoski,Mihajlo,28,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Iseni,Besar,27,North Macedonia,FK Voska Sport,Midfielder,7,204.0,6,6,6,0,1,0,0,0.0,0.0,1.7142857142857142,29.142857142857142,0.03431372549019608,0.0,0.0
First League,2023,Temelkov,Riste,27,North Macedonia,FK Makedonija G.P.,Defender,7,271.0,5,5,5,0,4,0,1,0.0,0.0,1.4285714285714286,38.714285714285715,0.1033210332103321,0.0,0.025830258302583026
First League,2023,Stojchevski,Stojan,32,North Macedonia,FK Voska Sport,Defender,14,1238.0,0,0,0,0,2,0,0,0.0,0.0,0.0,88.42857142857143,0.022617124394184167,0.0,0.0
First League,2023,Olatunbosun,Sikiru,28,Nigeria,FK Voska Sport,Attacker,15,720.0,7,7,7,2,2,0,0,0.002777777777777778,0.13333333333333333,0.9333333333333333,48.0,0.041666666666666664,0.0,0.0
First League,2023,Skenderi,Emir,24,North Macedonia,FK Makedonija G.P.,Attacker,17,882.0,8,8,8,0,0,0,0,0.0,0.0,0.9411764705882353,51.88235294117647,0.0,0.0,0.0
First League,2023,Selmani,Jasir,33,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Murati,Abdulvahit,23,North Macedonia,FK Voska Sport,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Ramadani,Aljbin,24,North Macedonia,FK Voska Sport,Attacker,1,33.0,1,1,1,0,0,0,0,0.0,0.0,2.0,33.0,0.0,0.0,0.0
First League,2023,Aleksovski,Filip,24,North Macedonia,FK Makedonija G.P.,Attacker,16,886.0,5,5,5,2,1,0,0,0.002257336343115124,0.125,0.625,55.375,0.01805869074492099,0.0,0.0
First League,2023,Kerim,Vildan,30,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Hajdari,Bujar,22,North Macedonia,FK Voska Sport,Attacker,3,29.0,3,3,3,0,0,0,0,0.0,0.0,2.0,9.666666666666666,0.0,0.0,0.0
First League,2023,Gjorgjieski,Aleksandar,24,North Macedonia,FK Voska Sport,Midfielder,3,68.0,2,2,2,0,0,0,0,0.0,0.0,1.3333333333333333,22.666666666666668,0.0,0.0,0.0
First League,2023,Jovchev,Goce,21,North Macedonia,FK Vardar,Goalkeeper,0,0.0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Dickens,Jamall,22,Panama,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Brao,Ardit,21,North Macedonia,FK Voska Sport,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Sofijanoski,Mateo,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Lelis Figueredo,Pedrinho,23,Brazil,FK Vardar,Midfielder,9,314.0,6,6,6,0,2,0,0,0.0,0.0,1.3333333333333333,34.888888888888886,0.05732484076433122,0.0,0.0
First League,2023,Vojneski,Luka,20,North Macedonia,FK Vardar,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Velkoski,Krste,36,North Macedonia,FK Makedonija G.P.,Attacker,3,241.0,0,0,0,0,0,0,0,0.0,0.0,0.0,80.33333333333333,0.0,0.0,0.0
First League,2023,Velkoski,Viktor,29,North Macedonia,FK Bregalnica Štip,Defender,12,1080.0,0,0,0,3,1,0,0,0.002777777777777778,0.25,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2023,Ramadani,Emran,32,North Macedonia,KF Gostivari,Midfielder,9,312.0,5,5,5,0,0,0,0,0.0,0.0,1.1111111111111112,34.666666666666664,0.0,0.0,0.0
First League,2023,Khalid,Abdul Basit,28,Ghana,FK Makedonija G.P.,Attacker,6,348.0,1,1,1,0,0,0,0,0.0,0.0,0.3333333333333333,58.0,0.0,0.0,0.0
First League,2023,Stankovski,Mario,25,North Macedonia,GFK Tikvesh,Attacker,5,152.0,5,5,5,0,0,0,0,0.0,0.0,2.0,30.4,0.0,0.0,0.0
First League,2023,Popzlatanov,Jovan,28,North Macedonia,FK Makedonija G.P.,Attacker,16,1131.0,3,3,3,2,2,0,0,0.0017683465959328027,0.125,0.375,70.6875,0.028293545534924844,0.0,0.0
First League,2023,Ismailji,Fati,27,North Macedonia,FK Voska Sport,Defender,11,889.0,0,0,0,0,5,0,0,0.0,0.0,0.0,80.81818181818181,0.061867266591676046,0.0,0.0
First League,2023,Jashar,Amir,33,North Macedonia,KF Gostivari,Goalkeeper,12,1080.0,0,0,0,0,7,0,0,0.0,0.0,0.0,90.0,0.07777777777777778,0.0,0.0
First League,2023,Ljamalari,Arsim,30,North Macedonia,FK Sileks,Defender,7,393.0,2,2,2,0,1,1,0,0.0,0.0,0.5714285714285714,56.142857142857146,0.017811704834605598,0.017811704834605598,0.0
First League,2023,Rodríguez López,David,25,Spain,FK Makedonija G.P.,Attacker,2,82.0,2,2,2,0,0,0,0,0.0,0.0,2.0,41.0,0.0,0.0,0.0
First League,2023,Galevski,Ivan,28,North Macedonia,FK Makedonija G.P.,Attacker,2,56.0,1,1,1,0,0,0,0,0.0,0.0,1.0,28.0,0.0,0.0,0.0
First League,2023,Najdovski,Nikola,20,North Macedonia,GFK Tikvesh,Midfielder,8,144.0,8,8,8,0,0,0,0,0.0,0.0,2.0,18.0,0.0,0.0,0.0
First League,2023,Petkoski,Andrej,26,North Macedonia,FK Sileks,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kapsarov,Kostadin,19,North Macedonia,Brera Strumica,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Kaba,Jusuf,20,North Macedonia,FC Struga,Midfielder,2,84.0,1,1,1,0,0,0,0,0.0,0.0,1.0,42.0,0.0,0.0,0.0
First League,2023,Rajchinovski,Rade,17,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2023,Idrizi,Ardi,20,North Macedonia,FC Struga,Defender,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2023,Beshiroski,Gjoko,21,North Macedonia,FK Voska Sport,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
