League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2019,Totre,Ennur,28.0,Tetovo,North Macedonia,Shkendija,Midfielder,,21.0,1297.0,8.0,8.0,8.0,,,2.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2019,Cvetanoski,Matej,27.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,22.0,1534.0,5.0,5.0,5.0,,,3.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Abdula,Dzhelil,33.0,Tetovo,North Macedonia,Renova,Defender,,5.0,450.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Spirkoski,Blagoja,28.0,Prilep,North Macedonia,Makedonija GjP,Midfielder,,1.0,35.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Stojkoski,Kristijan,33.0,,North Macedonia,Akademija Pandev,Attacker,,20.0,1693.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2019,Milovanovikj,Daniel,26.0,,North Macedonia,Akademija Pandev,Midfielder,,12.0,616.0,5.0,5.0,5.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Bozhinovski,Daniel,35.0,,North Macedonia,Sileks,Goalkeeper,,19.0,1710.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Serafimovski,Viktor,29.0,,North Macedonia,Sileks,Midfielder,,21.0,1878.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Timovski,Angelche,30.0,,North Macedonia,Sileks,Defender,,22.0,1951.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2019,Stoimenovski,Oliver,25.0,,North Macedonia,Borec,Defender,,8.0,696.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Velija,Bashkim,31.0,,North Macedonia,Renova,Defender,,23.0,1938.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Karcheski,Daniel,32.0,,North Macedonia,Sileks,Midfielder,,16.0,1324.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,7.0,1.0,0.0,,,,,
First League,2019,Eftimov,Kristijan,25.0,Skopje,North Macedonia,Borec,Defender,,20.0,1731.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Ivanovski,Ivan,29.0,,North Macedonia,Sileks,Attacker,,21.0,1344.0,7.0,7.0,7.0,,,4.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Lazarevikj,Stefan,27.0,,North Macedonia,Borec,Midfielder,,17.0,487.0,13.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Ignatov,Leonid,22.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,5.0,87.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Naumcheski,Stefan,24.0,,North Macedonia,Vardar Skopje,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Merdzhani,Zija,29.0,,North Macedonia,Shkendija,Defender,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
First League,2019,Cake,Klisman,25.0,Pogradec,Albania,Struga,Defender,,17.0,1392.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2019,Ibraimi,Besart,38.0,Kicevo,North Macedonia,Shkendija,Attacker,,23.0,1699.0,3.0,3.0,3.0,,,6.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Adili,Mevlan,30.0,Skopje,North Macedonia,Shkupi 1927,Defender,,16.0,1396.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2019,Neziri,Medzhit,34.0,Tetovo,North Macedonia,Shkendija,Defender,,13.0,1170.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Tairi,Flamur,34.0,,North Macedonia,Struga,Midfielder,,21.0,1819.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Efremov,Andreja,32.0,,North Macedonia,Sileks,Goalkeeper,,4.0,360.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Radeski,Marjan,29.0,,North Macedonia,Shkendija,Attacker,,20.0,888.0,13.0,13.0,13.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Toshevski,Kristijan,30.0,Tetovo,North Macedonia,Vardar Skopje,Defender,,22.0,1978.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Ilieski,Darko,29.0,,North Macedonia,Shkupi 1927,Defender,,18.0,1347.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Dodev,Darko,26.0,,North Macedonia,Sileks,Attacker,,18.0,1239.0,4.0,4.0,4.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Adem,Ali,24.0,,North Macedonia,Vardar Skopje,Midfielder,,22.0,1531.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2019,Kocev,Stefan,30.0,,North Macedonia,Sileks,Defender,,8.0,476.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2019,Ackovski,Kristijan,26.0,,North Macedonia,FK Rabotnicki,Midfielder,,13.0,826.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Krivanjeva,Besart,28.0,,North Macedonia,Shkupi 1927,Defender,,15.0,1065.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Ibishi,Dzhemal,23.0,,North Macedonia,Vardar Skopje,Midfielder,,13.0,577.0,7.0,7.0,7.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Ramani,Hamza,22.0,,North Macedonia,Shkupi 1927,Midfielder,,2.0,64.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Vosha,Arbi,23.0,,North Macedonia,Makedonija GjP,Attacker,,21.0,1330.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Mladenovski,Mario,24.0,Skopje,North Macedonia,Vardar Skopje,Defender,,8.0,592.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Kasami,Ard,26.0,,North Macedonia,Struga,Midfielder,,22.0,1864.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2019,Sheji,Blerton,24.0,Ohrid,North Macedonia,Struga,Defender,,13.0,924.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2019,Ilić,Nemanja,32.0,Novi Sad,Serbia,FK Rabotnicki,Defender,,13.0,1170.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2019,Tošeski,Miloš,26.0,,North Macedonia,FK Rabotnicki,Midfielder,,4.0,67.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2019,Klisura,Marko,32.0,,Serbia,FK Rabotnicki,Defender,,11.0,931.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Krivák,Ján,31.0,Vranov nad Topľou,Slovakia,Shkendija,Defender,,5.0,445.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2019,Biljali,Lutfi,32.0,,North Macedonia,Renova,Midfielder,,4.0,26.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Rajković,Marko,32.0,Beograd,Serbia,Akademija Pandev,Attacker,,14.0,605.0,9.0,9.0,9.0,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Đurić,Uroš,31.0,Beograd,Serbia,Struga,Goalkeeper,,22.0,1980.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Avramovski,Daniel,29.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,22.0,1934.0,0.0,0.0,0.0,,,11.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Trajanovski,Filip,25.0,,North Macedonia,Borec,Defender,,11.0,940.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Husmani,Zeni,34.0,Čegrane,North Macedonia,Shkendija,Midfielder,,9.0,496.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Imeri,Omar,25.0,Skopje,North Macedonia,Shkendija,Midfielder,,20.0,1208.0,3.0,3.0,3.0,,,5.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Krstovski,Mario,26.0,,North Macedonia,FK Rabotnicki,Attacker,,4.0,201.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Reis Rodrigues,Leovigildo Júnior,29.0,Cataguases,Brazil,Vardar Skopje,Defender,,21.0,1757.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Ndong Owono Nchama,Basilio,25.0,Mbini,Equatorial Guinea,Shkupi 1927,Defender,,9.0,668.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Sadriu,Leard,23.0,,Kosovo,Shkendija,Defender,,5.0,365.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Goudiaby,Oumar,29.0,,Senegal,Shkupi 1927,Attacker,,18.0,728.0,13.0,13.0,13.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Todorovski,Dimitar,22.0,,North Macedonia,FK Rabotnicki,Midfielder,,13.0,789.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Darboe,Dembo,26.0,Brikama,Gambia,Shkupi 1927,Attacker,,23.0,1184.0,13.0,13.0,13.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Stankovski,Luka,22.0,Skopje,North Macedonia,FK Rabotnicki,Midfielder,,1.0,67.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Aliu,Armend,28.0,Kičevo,North Macedonia,Renova,Midfielder,,6.0,296.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Dallku,Ardin,30.0,Vushtrri,Kosovo,Shkendija,Defender,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Kadriu,Florijan,28.0,Kičevo,North Macedonia,Renova,Attacker,,23.0,1919.0,2.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Berisha,Sedat,35.0,,North Macedonia,Struga,Defender,,1.0,64.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Mujeci,Ndue,31.0,Shkodër,Albania,Akademija Pandev,Attacker,,5.0,169.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Bejtulai,Egzon,30.0,Tetovo,North Macedonia,Shkendija,Defender,,15.0,1272.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,da Fonseca Salazar Júnior,Stênio Marcos,33.0,Fortaleza,Brazil,Shkendija,Attacker,,17.0,1154.0,5.0,5.0,5.0,,,4.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2019,Aleksovski,Igor,29.0,,North Macedonia,Shkupi 1927,Goalkeeper,,13.0,1170.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Doriev,Ljupcho,29.0,Strumica,North Macedonia,Akademija Pandev,Attacker,,17.0,1288.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,das Graças Lima da Silva Neto,Bianor,30.0,Amazonas,Brazil,Shkupi 1927,Defender,,5.0,428.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,
First League,2019,Dimoski,Bojan,23.0,Prilep,North Macedonia,Vardar Skopje,Midfielder,,9.0,165.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Berisha,Jakup,24.0,,North Macedonia,Shkupi 1927,Midfielder,,5.0,246.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Sadiki,Nehar,26.0,Kumanovo,North Macedonia,Renova,Defender,,12.0,484.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,
First League,2019,Redjepi,Bekim,28.0,,North Macedonia,Shkendija,Goalkeeper,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Jovanovski,Marko,36.0,,North Macedonia,Makedonija GjP,Goalkeeper,,23.0,2070.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Ademi,Ilirid,29.0,,North Macedonia,Renova,Attacker,,23.0,1371.0,12.0,12.0,12.0,,,5.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Lichina,Esmin,26.0,,North Macedonia,Makedonija GjP,Midfielder,,17.0,1530.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Velii,Hadis,34.0,,North Macedonia,Renova,Goalkeeper,,23.0,2070.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Serafimov,Nikola,25.0,,North Macedonia,Vardar Skopje,Defender,,12.0,1031.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Aliti,Arlind,25.0,,North Macedonia,Struga,Defender,,13.0,1070.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2019,Maksimov,Metodi,22.0,Kočani,North Macedonia,FK Rabotnicki,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Deliaj,Fjoralb,27.0,Vlorë,Albania,Struga,Defender,,3.0,254.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Abaz,Emil,26.0,,North Macedonia,Borec,Attacker,,20.0,1027.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Gavrić,Nikola,29.0,,Croatia,Borec,Defender,,17.0,1356.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Shishkovski,Damjan,29.0,Skopje,North Macedonia,FK Rabotnicki,Goalkeeper,,23.0,2045.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Mici,Gledi,33.0,Tiranë,Albania,Shkendija,Defender,,20.0,1800.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Kitanovski,Tome,32.0,Bitola,North Macedonia,Makedonija GjP,Defender,,5.0,450.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Maslać,Mario,34.0,Novi Sad,Serbia,Akademija Pandev,Defender,,17.0,1530.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2019,Zejnullai,Arbin,25.0,,North Macedonia,Shkendija,Midfielder,,9.0,629.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Ahmedi,Valon,30.0,Ohrid,North Macedonia,Shkendija,Midfielder,,4.0,222.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Carvalho,Paulo Eduardo,27.0,,Brazil,Makedonija GjP,Attacker,,18.0,1100.0,5.0,5.0,5.0,,,7.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Herrera Cardona,Sebastián,29.0,Bello,Colombia,FK Rabotnicki,Defender,,19.0,1710.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,10.0,0.0,1.0,,,,,
First League,2019,da Silva,Robson,29.0,,Brazil,Makedonija GjP,Midfielder,,20.0,1430.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Muharem,Suhejlj,23.0,,North Macedonia,Shkupi 1927,Attacker,,13.0,662.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
First League,2019,Najdovski,Filip,32.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,20.0,1690.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2019,Dimov,Dime,30.0,,North Macedonia,Akademija Pandev,Defender,,17.0,1530.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Atanaskoski,David,28.0,,North Macedonia,Makedonija GjP,Defender,,3.0,239.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Velinovski,Kristijan,25.0,,North Macedonia,Akademija Pandev,Midfielder,,15.0,539.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,de Freitas,Thúlio Cler,28.0,,Brazil,Shkupi 1927,Goalkeeper,,10.0,900.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2019,Simeonov Granchov,Angel,32.0,,Bulgaria,Akademija Pandev,Defender,,5.0,450.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Mitrevski,Bozhidar,23.0,,North Macedonia,Sileks,Defender,,2.0,51.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2019,Jevtoski,Stefan,27.0,Skopje,North Macedonia,FK Rabotnicki,Midfielder,,15.0,1039.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2019,Jurina,Marin,31.0,Livno,Bosnia and Herzegovina,Shkupi 1927,Attacker,,16.0,1394.0,0.0,0.0,0.0,,,8.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,
First League,2019,Marković,Ivan,30.0,Belgrade,Serbia,FK Rabotnicki,Midfielder,,17.0,1379.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,da Luz Júnior,Sérgio Antônio,29.0,Belo Horizonte,Brazil,Shkupi 1927,Midfielder,,22.0,1953.0,0.0,0.0,0.0,,,7.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2019,Miovski,Bojan,25.0,Stip,North Macedonia,Renova,Attacker,,18.0,1127.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Diack,Lamine,24.0,Dakar,Senegal,Shkupi 1927,Midfielder,,22.0,1682.0,4.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2019,Emini,Sefer,24.0,,North Macedonia,Makedonija GjP,Midfielder,,23.0,1944.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2019,Toševski,David,23.0,Skopje,North Macedonia,FK Rabotnicki,Attacker,,21.0,1450.0,5.0,5.0,5.0,,,5.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2019,Nikolov,Ivan,22.0,,North Macedonia,Akademija Pandev,Defender,,7.0,402.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Mustafov,Burhan,28.0,"
    ",North Macedonia,Sileks,Midfielder,,31.0,1990.0,8.0,8.0,8.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Blagojević,Dejan,31.0,Vlasotince,Serbia,Sileks,Defender,,9.0,534.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,
First League,2020,Desnikj,Dario,29.0,,North Macedonia,Borec,Midfielder,,14.0,267.0,13.0,13.0,13.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Serafimovski,Jordan,31.0,Strumica,North Macedonia,Sileks,Defender,,9.0,445.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2020,Iseni,Arian,21.0,"
    ",North Macedonia,Renova,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2020,Fetai,Saimir,33.0,"
    ",North Macedonia,Renova,Midfielder,,25.0,1580.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Sadiki,Burim,33.0,"
    ",North Macedonia,Renova,Midfielder,,31.0,2523.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2020,Petkovski,Filip,33.0,,North Macedonia,Vardar Skopje,Attacker,,32.0,2094.0,10.0,10.0,10.0,,,5.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Fazliju,Ljavdrim,23.0,"
    ",North Macedonia,Pelister,Midfielder,,32.0,1897.0,10.0,10.0,10.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Panovski,Borjan,22.0,Skopje,North Macedonia,FK Rabotnicki,Defender,,1.0,46.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Tafe,Arben,29.0,"
    ",North Macedonia,Renova,Defender,,1.0,59.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Rakipi,Oktaj,19.0,"
    ",North Macedonia,Shkendija,Midfielder,,1.0,46.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Jakjimovski,Boris,21.0,Skopje,North Macedonia,Belasica,Midfielder,,5.0,277.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Neshovski,Nenad,23.0,"
    ",North Macedonia,Sileks,Attacker,,28.0,1337.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2020,Gjorgiev,Dimitar,25.0,"
    ",North Macedonia,Belasica,Goalkeeper,,8.0,720.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Razmoski,Darko,24.0,,North Macedonia,Pelister,Attacker,,12.0,610.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Ebibi,Festim,21.0,"
    ",North Macedonia,Renova,Midfielder,,5.0,211.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Dodevski,Kristijan,22.0,"
    ",North Macedonia,Sileks,Midfielder,,15.0,679.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Trajanovski,Damjan,20.0,Skopje,North Macedonia,Belasica,Midfielder,,11.0,487.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Zilamov,Filip,20.0,"
    ",North Macedonia,Belasica,Midfielder,,2.0,37.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Pejaković,Ivan,29.0,Cetinje,Montenegro,Pelister,Midfielder,,20.0,1251.0,5.0,5.0,5.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Drašković,Srđan,30.0,Beograd,Serbia,Sileks,Defender,,18.0,1620.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2020,Stojanov,Blagoj,0.0,"
    ",North Macedonia,Belasica,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2020,Arabadzhiev,Mite,0.0,"
    ",North Macedonia,Belasica,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2020,Redzhepi,Fitor,22.0,"
    ",North Macedonia,Vardar Skopje,Defender,,16.0,649.0,9.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
