League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2023,Rodríguez López,David,25.0,,Spain,Makedonija GjP,Attacker,,2.0,82.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Galevski,Ivan,28.0,,North Macedonia,Makedonija GjP,Attacker,,2.0,56.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Najdovski,Nikola,20.0,,North Macedonia,Tikveš,Midfielder,,8.0,144.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Petkoski,Andrej,26.0,,North Macedonia,Sileks,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kapsarov,Kostadin,19.0,Skopje,North Macedonia,Akademija Pandev,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Kaba,Jusuf,20.0,,North Macedonia,Struga,Midfielder,,2.0,84.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Rajchinovski,Rade,17.0,,North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Idrizi,Ardi,20.0,,North Macedonia,Struga,Defender,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Beshiroski,Gjoko,21.0,,North Macedonia,Voska Sport,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Demishoski,Tarik,18.0,,North Macedonia,Makedonija GjP,Attacker,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Latifi,Admir,17.0,,North Macedonia,Makedonija GjP,Attacker,,6.0,112.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Boareto dos Reis,Jonathan,35.0,,Brazil,Makedonija GjP,Attacker,,1.0,24.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Fazli,Samir,33.0,Skopje,North Macedonia,Makedonija GjP,Attacker,,15.0,804.0,7.0,7.0,7.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2023,Pavišić,Strahinja,28.0,Beograd,Serbia,Makedonija GjP,Midfielder,,1.0,46.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stoilov,Gjorgi,29.0,,North Macedonia,Makedonija GjP,Midfielder,,16.0,1052.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Mishevski,Filip,33.0,,North Macedonia,Makedonija GjP,Defender,,20.0,1684.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Pecov,Hristijan,30.0,,North Macedonia,Makedonija GjP,Defender,,20.0,1412.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Ilievski,Bojan,25.0,,North Macedonia,Makedonija GjP,Defender,,20.0,1633.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,da Silva,Jhonatas Gilberto,28.0,Arapeí,Brazil,Makedonija GjP,Defender,,2.0,134.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Zlatkov,Aleks,22.0,,Slovenia,Makedonija GjP,Midfielder,,3.0,194.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Slavkov,Aleksej,19.0,,North Macedonia,Makedonija GjP,Midfielder,,5.0,173.0,4.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Samake,Adama,22.0,,Côte d'Ivoire,Makedonija GjP,Midfielder,,10.0,807.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Pop-Antoski,Hristijan,20.0,,North Macedonia,Makedonija GjP,Defender,,1.0,13.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
First League,2023,Aliji,Altin,18.0,,North Macedonia,Makedonija GjP,Attacker,,18.0,873.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Sekovski,Darko,18.0,Skopje,North Macedonia,Makedonija GjP,Midfielder,,14.0,595.0,8.0,8.0,8.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Slavkov,Maksim,19.0,Skopje,North Macedonia,Makedonija GjP,Defender,,1.0,46.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Antevski,Damjan,19.0,,North Macedonia,Makedonija GjP,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Tanevski,Kristijan,19.0,,North Macedonia,Makedonija GjP,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Trajkovski,Pavel,17.0,,North Macedonia,Makedonija GjP,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Larson,Keith,24.0,,USA,Makedonija GjP,Midfielder,,2.0,33.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gjorgjievski,Kristijan,17.0,Skopje,North Macedonia,Makedonija GjP,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Venegas Ulloa,Fabricio de Jesús,26.0,Limón,Costa Rica,Bregalnica Štip,Midfielder,,18.0,1051.0,6.0,6.0,6.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Selmani,Remzifaik,27.0,,North Macedonia,Bregalnica Štip,Attacker,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Gjorgiev,Pepi,30.0,,North Macedonia,Bregalnica Štip,Attacker,,3.0,109.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kanform,Solomon King,26.0,,Gambia,Bregalnica Štip,Attacker,,10.0,222.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gjorgjiev,Gjorgji,28.0,,North Macedonia,Bregalnica Štip,Midfielder,,15.0,838.0,7.0,7.0,7.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Robakidze,Luka,24.0,,Georgia,Bregalnica Štip,Attacker,,19.0,1567.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,
First League,2023,Jakimovski,Stefan,24.0,,North Macedonia,Makedonija GjP,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stevkovski,Hristijan,25.0,,North Macedonia,Makedonija GjP,Goalkeeper,,21.0,1890.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Anderson,Collin Anthony,25.0,Kingston,Jamaica,Bregalnica Štip,Attacker,,19.0,1288.0,4.0,4.0,4.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Donov,Ilija,23.0,,North Macedonia,Bregalnica Štip,Midfielder,,2.0,172.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kudev,Ljupche,21.0,,North Macedonia,Bregalnica Štip,Midfielder,,5.0,90.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gjorgjiev,Matej,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Kocankovski,Zac,21.0,,Australia,Bregalnica Štip,Midfielder,,7.0,474.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Dimitrievski,Mihail,22.0,,North Macedonia,Bregalnica Štip,Attacker,,20.0,1288.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Miholov,Dino,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,2.0,3.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kolev,Petar,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Hadzhi-Kimov,Blagoj,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Mandak,Edi,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Tasev,Darijan,18.0,,North Macedonia,Bregalnica Štip,Midfielder,,5.0,57.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gligorov,Ivan,20.0,,North Macedonia,Bregalnica Štip,Attacker,,13.0,115.0,13.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Filipović,Stefan,30.0,Beograd,Serbia,Bregalnica Štip,Defender,,3.0,157.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Siljanovski,Goran,34.0,Tetovo,North Macedonia,Bregalnica Štip,Defender,,13.0,983.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2023,Kalpachki,David,24.0,,North Macedonia,Bregalnica Štip,Defender,,20.0,1548.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2023,Manevski,Mihail,25.0,,North Macedonia,Bregalnica Štip,Defender,,3.0,262.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Jovanov,Vane,26.0,,North Macedonia,Bregalnica Štip,Defender,,21.0,1824.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Jankov,Risto,26.0,Skopje,North Macedonia,Bregalnica Štip,Goalkeeper,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Cvetanoski,Dejan,34.0,,North Macedonia,Vardar Skopje,Attacker,,17.0,694.0,11.0,11.0,11.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Šušnjara,Luka,27.0,,Slovenia,Vardar Skopje,Midfielder,,3.0,17.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Nikolovski,Kristijan,27.0,,North Macedonia,Vardar Skopje,Midfielder,,19.0,1481.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,
First League,2023,Velkovski,David,24.0,,North Macedonia,Vardar Skopje,Attacker,,15.0,642.0,8.0,8.0,8.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Ristovski,Marjan,28.0,,North Macedonia,Vardar Skopje,Midfielder,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Omeragikj,Azer,22.0,,North Macedonia,Vardar Skopje,Attacker,,20.0,1392.0,4.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Dimitrievski,Dimitrij,22.0,,North Macedonia,Bregalnica Štip,Midfielder,,10.0,407.0,6.0,6.0,6.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Davkov,Martin,26.0,,North Macedonia,Bregalnica Štip,Goalkeeper,,18.0,1620.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Papuli,Jorgo,23.0,,North Macedonia,Vardar Skopje,Midfielder,,6.0,354.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Kebell Suso,Kebba,27.0,,Gambia,Vardar Skopje,Attacker,,3.0,42.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Adzhijev,Mario,19.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Spasikj,Tino,19.0,,North Macedonia,Vardar Skopje,Midfielder,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Zdravkovski,Ognen,,,North Macedonia,Vardar Skopje,Midfielder,,7.0,305.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Slobodanovski,Filip,19.0,,North Macedonia,Bregalnica Štip,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Glishikj,Darko,33.0,,North Macedonia,Vardar Skopje,Defender,,21.0,1835.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Briški,Mihael,25.0,Varaždin,Croatia,Vardar Skopje,Defender,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Micevski,Darko,32.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,9.0,736.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Demir,Benjamin,28.0,,North Macedonia,Vardar Skopje,Defender,,2.0,17.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gachevski,Filip,34.0,Murska Sobota,Slovenia,Vardar Skopje,Goalkeeper,,21.0,1890.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Brdarovski,Vladica,34.0,Bitola,North Macedonia,Vardar Skopje,Defender,,18.0,1561.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,6.0,1.0,0.0,,,,,
First League,2023,Lemos Da Silva,Matheus,27.0,Rio de Janiero,Brazil,Vardar Skopje,Midfielder,,20.0,1627.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2023,Duranski,Filip,33.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,15.0,1181.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2023,Mishkovski,Nenad,38.0,,North Macedonia,Vardar Skopje,Defender,,20.0,1800.0,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2023,Janevski,Filip,30.0,,North Macedonia,Vardar Skopje,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Blazhevski,Martin,32.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,7.0,307.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Mujezinović,Mustafa,31.0,Sarajevo,Bosnia and Herzegovina,Vardar Skopje,Defender,,2.0,54.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Gjurkovski,Aleksandar,22.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Mitev,Robert,30.0,,North Macedonia,Vardar Skopje,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Stojkovski,Tony,30.0,,Australia,Vardar Skopje,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Velkovski,Metodija,24.0,,North Macedonia,Vardar Skopje,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Cvetkov,Gorjan,19.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,11.0,433.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Doshev,Gjorgji,19.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,4.0,134.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Shabani,Alban,20.0,,North Macedonia,Voska Sport,Attacker,,7.0,284.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Bundaleski,Maksim,19.0,,North Macedonia,Vardar Skopje,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Stijepović,Nikola,31.0,Niksic,Montenegro,Voska Sport,Defender,,21.0,1880.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Jusufi,Fatjon,29.0,Tetovo,North Macedonia,Voska Sport,Midfielder,,1.0,14.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Marušić,Aleksa,25.0,,Montenegro,Voska Sport,Midfielder,,20.0,1747.0,1.0,1.0,1.0,,,12.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Nikolić,Jovan,33.0,Nikšić,Montenegro,Voska Sport,Midfielder,,20.0,1702.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Aćimović,Miloš,27.0,Trebinje,Bosnia and Herzegovina,Voska Sport,Attacker,,3.0,136.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Bojo,Petar,26.0,Kiseljak,Bosnia and Herzegovina,Voska Sport,Midfielder,,3.0,168.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Georgiev,Boban,27.0,,North Macedonia,Voska Sport,Midfielder,,18.0,1456.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,
First League,2023,Sharkoski,Nikolche,30.0,,North Macedonia,Voska Sport,Midfielder,,10.0,362.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,
First League,2023,Jasharoski,Alen,33.0,,North Macedonia,Voska Sport,Attacker,,17.0,897.0,7.0,7.0,7.0,,,6.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,
First League,2023,Leão Lima,André Luiz,34.0,Ananindeua,Brazil,Voska Sport,Midfielder,,3.0,219.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jahja,Abdulhadi,25.0,,North Macedonia,Voska Sport,Attacker,,3.0,199.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Ziba,Arion,23.0,,North Macedonia,Voska Sport,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Veljanoski,Naum,32.0,,North Macedonia,Voska Sport,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Trpeski,Ljupcho,30.0,,North Macedonia,Voska Sport,Midfielder,,16.0,1378.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Jahiji,Dzhemilj,21.0,,North Macedonia,Voska Sport,Attacker,,15.0,1162.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2023,Ibraimi,Donart,20.0,Skopje,North Macedonia,Voska Sport,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Saiti,Ermal,18.0,,North Macedonia,Voska Sport,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Rashid,Ensal,18.0,,North Macedonia,Voska Sport,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Jankuloski,Hristijan,22.0,,Australia,Voska Sport,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Zhaku,Lorent,16.0,,North Macedonia,Voska Sport,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Markoski,Kire,29.0,Ohrid,North Macedonia,FK Rabotnicki,Attacker,,3.0,54.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Gando Biala,Aime Marcelin,27.0,Loum,Cameroon,FK Rabotnicki,Midfielder,,19.0,1212.0,3.0,3.0,3.0,,,4.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Grozdanovski,Tomche,24.0,,North Macedonia,FK Rabotnicki,Midfielder,,14.0,1015.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Kuchi Kagimu,Shafiq,26.0,,Uganda,FK Rabotnicki,Midfielder,,12.0,637.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Reghba,Ali,24.0,Essen,Germany,FK Rabotnicki,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Stojanovski,Vlatko,27.0,Delčevo,North Macedonia,FK Rabotnicki,Attacker,,16.0,1215.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2023,Zahov,Kostadin,37.0,,North Macedonia,Voska Sport,Goalkeeper,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Petkovski,Petar,27.0,,North Macedonia,FK Rabotnicki,Attacker,,21.0,1241.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Bajrami,Medin,26.0,,North Macedonia,Voska Sport,Defender,,17.0,1337.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Bilali,Sabit,27.0,Tetovo,North Macedonia,FK Rabotnicki,Midfielder,,3.0,162.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Mustafa,Burhan,34.0,,North Macedonia,Voska Sport,Goalkeeper,,8.0,720.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Hani,Agon,26.0,,North Macedonia,Voska Sport,Defender,,3.0,44.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Iljazi,Ardit,24.0,Gostivar,North Macedonia,Voska Sport,Defender,,1.0,44.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Stojanovski,Georg,20.0,,North Macedonia,FK Rabotnicki,Attacker,,16.0,271.0,16.0,16.0,16.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Mazari,Atdhe,23.0,,Albania,FK Rabotnicki,Midfielder,,21.0,1511.0,2.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2023,Kahraman,Sefa,27.0,,Germany,FK Rabotnicki,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Angelov,Matej,20.0,,North Macedonia,FK Rabotnicki,Midfielder,,17.0,1238.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2023,Ilieski,Antonio,28.0,Gostivar,North Macedonia,Voska Sport,Defender,,3.0,270.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2023,Manojlov,Nikola,18.0,,North Macedonia,FK Rabotnicki,Attacker,,6.0,121.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2023,Kadri,Emre,20.0,Skopje,North Macedonia,FK Rabotnicki,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2023,Belica,Egzon,34.0,Struga,North Macedonia,FK Rabotnicki,Defender,,19.0,1710.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2023,Rasheed,Sodiq Anthony,24.0,,Nigeria,FK Rabotnicki,Defender,,18.0,1419.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
